job_id,job_title,job_ad_details,nation_short_desc,y_true_claude,y_true_gpt4.1,y_true_gemini2.5
584,Customer Service,"- Menjaga sikap positif, empati, dan profesional terhadap pelanggan setiap saat.
<br />- Menanggapi pertanyaan pelanggan dengan segera.
<br />- Berkomunikasi dengan pelanggan melalui berbagai saluran.
<br />- Menerima dan menyelesaikan keluhan pelanggan.
<br />- Memahami keseluruhan produk sehingga Anda dapat menjawab pertanyaan.
<br />- Memproses pesanan, formulir, aplikasi, dan permintaan.
<br />- Menyimpan catatan interaksi pelanggan, transaksi, komentar, dan keluhan.
<br />- Berkomunikasi dan berkoordinasi dengan rekan kerja jika diperlukan.
<br />- Memberikan umpan balik tentang efisiensi proses layanan pelanggan.
<br />- Mengelola tim perwakilan layanan pelanggan junior.
<br />- Memastikan kepuasan pelanggan dan memberikan dukungan pelanggan profesional.",ID,OnSite,Remote,Hybrid
594,Senior Digital Marketing Supervisor,"<p>Kualifikasi :</p><p><br /></p><ol><li><strong>Usia Maksimal 32 Tahun.</strong></li><li><strong>Wajib memiliki pengalaman dan pendidikan yang relevan dengan posisi pekerjaan.</strong></li><li>Memiliki pengetahuan dasar dan tingkat lanjut tentang SEM, baik strategi, concepting maupun eksekusi.</li><li>Berpengalaman dalam perencanaan, pembuatan dan optimasi Google AdWords campaigns, Google Display campaigns, Google Shopping (and Merchant Centre) campaigns, IG/ Facebook campaigns, YouTube campaigns, TikTok campaign, dan E-commerce Ads (CPAS).</li><li>Memiliki Pemahaman dan kemampuan yang kuat untuk membaca, mengalisa data Google Analytics, termasuk menyiapkan sasaran dan pelacakan konversi untuk kampanye PPC Google.</li><li>Tertarik dan up to date dalam bidang Paid Ads Digital Marketing.</li><li>Sanggup menunjukan portofolio terbaru semua project ads yang sudah pernah &amp; berhasil dikerjakan.</li></ol><p><br /></p><p><br /></p><p>Deskripsi pekerjaan :</p><ol><li>Berpengalaman dan Mahir menggunakan Google Analytics, Tag Manager, Facebook Pixel, dan tools pendukung lainnya.</li><li>Membuat, merilis, dan mengoptimasi Google (GDN dan search ads), Facebook/Instagram, dan Tiktok ad campaigns.</li><li>Membuat dan mengkonsepkan automation funneling ads dari awareness ke conversion.</li><li>Melakukan research keywords dan mengkonsepkan tipe/copywrite iklan.</li><li>Mengkonsepkan copywriter dan awareness landing page serta CTA nya.</li><li>Mendata dan mengolah lead yang didapatkan dari landing page.</li><li>Membuat, megedit, mengoptimasi,dan memastikan data yang tercatat dari ads tersebut valid dari GA, Google Ads, Facebook Pixel, dan sumber data tracking lainnya (membuat events tracking di facebook pixel &amp; google tag manager).</li><li>Memiliki perencanaan iklan digital yang baik,mahir mengatur ads budget, mahir mengeksekusi dan mengukur SEM strategy yang dijalankan.</li><li>Melakukan SEM Forecasting dan SEM Reporting.</li><li>Mampu bekerja sama dengan tim design dan video untuk membuat ads.</li><li>Mampu memanage dan mengkonsepkan post di social media.</li><li>Mampu memanage E-commerce serta paid ads di dalam E-commerce.</li></ol>",ID,OnSite,Remote,Hybrid
595,Project Manager dan Programmer,"<p>Lowongan Project Manager &amp; Programmer</p><p><br /></p><p>PT. HES CIPTA KREASI, merupakan perusahaan rintisan yang bergerak di bidang aplikasi jasa, membuka lowongan project manager &amp; programmer</p><p><br /></p><p><strong>Persyaratan:</strong></p><ol><li>Lulusan S1 teknik informatika/komputer atau yang berhubungan</li><li>Mempunyai pengalaman sebagai project manager baik dalam project aplikasi atau website (sertifikat PMI/PMP diutamakan)</li><li>Menguasai bahasa pemrograman terkini untuk mobile apps dan/atau website development (full stack diutamakan)</li></ol><p><br /></p><p><strong>Job description:</strong></p><ol><li>Memanage projects yang ada di perusahaan, terutama aplikasi atau website</li><li>Evaluasi KPI setiap divisi</li><li>Membantu progress development pada divisi yang perlu bantuan (frontend, backend, website, atau lainnya)</li></ol><p><br /></p><p><strong>Benefit:</strong></p><ul><li>Gaji 4 JT/bulan</li><li>BPJS kesehatan</li><li>Jam kerja fleksibel 140jam/ bulan</li></ul>",ID,OnSite,Remote,Hybrid
610,Software Programmer RM6000,"<b>Description</b><p>ICT application developers implement the ICT (software) applications based on the designs provided using application domain specific languages, tools, platforms and experience.</p>
<b>Company</b><p>Job Elite TT Agency is a professional recruitment and career mentoring firm. Since our humble beginnings in 2017, we have steadily transformed ourselves into a leading manpower recruitment agencies with the combined effort of proven strategies as well as effective management.</p>
<p>We specialize in professional recruitment via general placement and executive search. As a recruitment process outsourcing (RPO) that basically assumes the role of the client’s recruiting department on a fulltime or partial basis, we provide your organization with the necessary skills, activities, tools, technologies, and process methodologies via on­site, off­site, or virtual delivery models.</p>
<p>Backed by dedicated and experienced teams, we offer ideal recruitment solutions that meet – if not exceed, our clients’ expectations within the time frame deemed most appropriate. We believe that by matching talented workers with the right employers, we will be able to not only help them, but also their families and loved ones – and this is the future we work towards.</p>",MY,OnSite,Remote,Unknown
614,DATA MANAGEMENT EXECUTIVE,"<div><div>
<p>Summary</p>
<p>As Data Management Expert, you will be responsible for supporting MDM &amp; Finance related activities in SAP system across Asia region. This role will also require you to participate in data migration activity where you will be working with a huge number of data. </p>
<p>Responsibilities</p>
<ul>
 <li>Provide end to end Master Data Management ( Creation, Validation, Governance ) support in accordance with established processes and procedures. Master Data jobs scope including but not limited to Charts of Account, Vendor Master, Customer Master, Bank Master, Cost Element, Cost Center, Profit Center, Internal Order, Statistical Key Figures, Allocation cycles, Segments, Management Dimensions, Ariba, Customized tables for various interfaces.</li>
 <li>Act as the first level point of contact by providing support to business user in investigating and solving finance &amp; master data related issues.</li>
 <li>Actively work and collaborate with various internal and external stakeholders for requests that required transport change.</li>
 <li>Participate and contribute in projects ( On-going &amp; In pipeline ) for master data related activities. This includes testing activities in SAP environments.</li>
 <li>Support team and operation stabilization initiatives.</li>
 <li>Propose improvement strategy/approach/idea for MDM team by utilizing latest technology (AI, RPA, LSWM scripting)</li>
 <li>Participate in periodic data review and housekeeping activities to improve the overall Master Data quality of the organization. </li>
 <li>Supports controls and regular checks to ensure compliance with internal control, standards and rules.</li>
 <li>Ensure all Master Data request templates are updated and documenting of MDM processes. </li>
</ul>
<p>Requirements</p>
<ul>
 <li>Bachelor’s Degree in Information Systems / Computer Science / IT Finance</li>
 <li>3 -5 years of relevant experience in SAP MDM with track record of supporting APAC region.</li>
 <li>General knowledge in finance and accounting processes.</li>
 <li>Familiar with ticket supporting framework/platforms ( ServiceNow, JIRA )</li>
 <li>Good command of English language ( speaking &amp; writing ) and experience in working in  multi-national environment. </li>
 <li>Growth mindset with good analytics and problem solving skills.</li>
 <li>Experience in SAP is a Must. </li>
 <li>Exposure to master data harmonization and standardization is desired. </li>
 <li>SAP MDM/MDG Certification, LSMW, Data Migration, S4 Hana experience will be added advantage.</li>
</ul>
<p><br />
39192 | IT &amp; Tech Engineering | Professional | Non-Executive | Allianz Malaysia | Full-Time | Permanent</p>
<p>Allianz Group is one of the most trusted insurance and asset management companies in the world. Caring for our employees, their ambitions, dreams and challenges, is what makes us a unique employer. Together we can build an environment where everyone feels empowered and has the confidence to explore, to grow and to shape a better future for our customers and the world around us. <br />
We at Allianz believe in a diverse and inclusive workforce and are proud to be an equal opportunity employer. We encourage you to bring your whole self to work, no matter where you are from, what you look like, who you love or what you believe in.<br />
We therefore welcome applications regardless of ethnicity or cultural background, age, gender, nationality, religion, disability or sexual orientation.<br />
Great to have you on board. Let's care for tomorrow.</p>
<p>Note: Diversity of minds is an integral part of Allianz’ company culture. One means to achieve diverse teams is a regular rotation of Allianz Executive employees across functions, Allianz entities and geographies. Therefore, the company encourages its employees to have motivation in gaining varied skills from different positions and to collect experiences from across Allianz Group.</p>
 </div></div>",MY,OnSite,Remote,Hybrid
622,Graphic / Multimedia Designer,"<ul><li>Designing of creative and impactful graphic and multimedia designs across a broad range of projects for various branding, publicity and marketing purposes/platforms</li><li>Create engaging video contents for marketing channels</li><li>Brainstorm ideas and concepts with the team</li><li>Design website and landing page layouts, style to deliver a good user journey </li><li>Have strong design &amp; layout flair and enjoy coming up with new concept</li></ul><p><br /></p><p><strong>Job Requirements :</strong></p><p><br /></p><ul><li>Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma/Bachelor’s Degree</li><li>Required Skill(s) Adobe Illustrator, Photoshop, Premiere, After Effect, etc.</li><li>Self-discipline and independence working</li><li>Able to communicate in English and Mandarin</li><li>Fresh graduates are also encouraged to apply</li></ul>",MY,OnSite,Remote,Hybrid
649,Customer Support (Cantonese Speaker Translator),"<p>The client is a USD 6.5 billion company with 148,000+ professionals across 90 countries, helping 1250 global customers including Fortune 500 companies.</p>
<p>They are focused on leveraging next-generation technologies including 5G, blockchain, metaverse, quantum computing, cybersecurity, artificial intelligence, and more, to enable end-to-end digital transformation for global customers.</p>
<p><b>The Role</b></p>
<ul>
<li>A Customer Support Translator who is proficient in Mandarin or Cantonese typically has a crucial role in bridging the language gap between the company and its Mandarin or Cantonese-speaking customers.</li>
<li>Provides meaning-for-meaning interpreting.</li>
<li>Follows interpreter protocols as per training, policies, and procedures.</li>
<li>Follows all policies and procedures related to information confidentiality and interpreter ethics.</li>
<li>Attends all required training.</li>
<li>Maintains confidentiality as policies.</li>
<li>Uses standard office equipment such as telephones, computers, copiers, and fax machines.</li>
<li>Uses MS Office applications such as Outlook, Word and Edge (or other internet browser).</li>
</ul>
<p><strong>This is a night shift job.</strong></p>
<p><b>Ideal Profile</b></p>
<ul>
<li>Ability to operate competently common office equipment including, but not limited to computer, fax, copier, and telephone system.</li>
<li>Able to handle and translate Customer’s queries.</li>
<li>Basic understanding of linguistics and different cultures.</li>
<li>Skilled in adjusting to rapidly changing circumstances</li>
<li>Ability to react calmly and effectively in emergency situations</li>
<li>Strong attention to detail and accuracy</li>
<li>Ability to work independently and skilled at exercising initiative within the parameter of company policies and procedures.</li>
<li>Uses MS Office applications such as Outlook, Word and Edge (or other internet browser).</li>
</ul>
<p><b>What's on Offer?</b></p>
<ul>
<li>Opportunity within a company with a solid track record of performance</li>
<li>Fantastic work culture</li>
<li>Attractive Salary &amp; Benefits</li>
</ul>",MY,OnSite,Remote,Remote
699,Legal Counsel,"<p><strong>About Lightnet Group:&nbsp;</strong></p><p>Lightnet Group is a leading fintech organization committed to revolutionizing global payments through cutting-edge technology and strategic partnerships. Headquartered in Singapore, with regional hubs in Thailand, we are dedicated to providing innovative cross-border payment solutions.</p><p><br /><strong>Position Overview:</strong></p><p>We are seeking a dynamic and talented individual to join Lightnet Group in the role of&nbsp;<strong>Legal Counsel.</strong> The successful candidate will play a crucial role in this role,&nbsp;<strong>you will be part of a 12-person legal and compliance team across the globe. As legal counsel based in Thailand, you will be part of the group legal team supporting over 7 licensed entities and our affiliated companies to provide legal support on a wide range of corporate legal matters. This includes drafting, reviewing, and negotiating commercial and vendor agreements, providing legal advice to stakeholders, and implementing corporate governance policies for the group. In this role, you may be interfacing with government authorities and external counsels</strong>.If you are a results-driven professional with a passion for innovation in the fintech sector, we invite you to apply.</p><p>&nbsp;</p><p><strong>Key Responsibilities:</strong></p><ul><li>Providing accurate and timely counsel to stakeholders on a variety of legal topics.</li><li>Defining and enforcing internal governance policies so that the group's processes are in compliance with relevant laws.</li><li>Creating and reviewing agreements, terms &amp; conditions, privacy policies, and other legal documents.</li><li>Ensuring that all business contracts adhere to the laws and regulations (in particular where Thai law documents are concerned, with relevant Thai law and regulations).</li><li>Managing disputes, pre-litigation, and litigation files;</li><li>Liaising with a supervising external counsel for outsourced matters.</li><li>Providing precise legal guidance on any issues that have an impact on the organization and liaising with third parties (e.g. regulators, external counsel) as required.</li><li>Performing such other duties, functions, and services consistent with legal counsel status, experience, and preferences, as may from time to time be determined by the other members of the legal department or by Senior Management.</li><li>Assist in the management of all the group's corporate documents and identity documents relating to its stakeholder and directors.<br />&nbsp;</li></ul><p><strong>Qualifications and Experience:</strong></p><ul><li>You have a degree in law and professional legal qualification (i.e. having been admitted to the bar society or possess a lawyers license).</li><li>You have 5-7 years of experience in general corporate and commercial issues working in-house or at a law firm.</li><li>You have an incisive grasp of legal issues, as well as a learner mindset and capability to expand your knowledge in relevant areas of law.</li><li>You have strong analytical skills, are meticulous, and a quick learner.</li><li>The ability to communicate in Thai and English (reading, writing, and speaking).</li><li>You are a good team player and possess a high level of integrity.</li><li>Ability to function within a start-up environment ensuring documents and tasks can be turned around within set service levels.<br />&nbsp;</li></ul><p>Lightnet Group is an equal opportunity employer. We encourage applications from candidates of all backgrounds and experiences. Only shortlisted candidates will be contacted.</p>",TH,OnSite,Hybrid,OnSite
705,Japanese Speaking Business Development Executive,"<p>Conduct Business Intelligence Analysis (Market research, Market Trend and so on) and communicate internally and externally by creating marketing tools, assisting exhibition, conference and industrial networking events and by managing newsletter.<br />Develop good Knowledge regarding priority sectors, like market routes and trends<br />Identify and communicate with new business leads for the organization (Identification of needs, Customer presentation)<br />Set up a business approach strategy for new potential opportunities by collaborating with the business development team.<br />Implement risk and opportunity analysis (ROA) to identify, control and manage potential risks and opportunities of growth for SVI<br />Collaborate with RFQ team<br />Close new business opportunities by coordinating requirements, developing and negotiating contract, and manage customer relation<br />Report to the management by writing business report (financial information, forecast, business opportunities)</p>",TH,OnSite,Hybrid,Hybrid
708,Senior Business Analyst / System Analyst,"<p><strong>Responsibilities:</strong></p><ul><li>Conduct in-depth business analysis to understand client needs and translate them into clear requirements for the development team. </li><li>Design efficient systems and business processes. </li><li>Create comprehensive documentation such as Business Requirement Documents and Functional Specifications. </li><li>Collaborate with development, testing, and other stakeholders to ensure project success. </li><li>Provide technical guidance and support to the team. </li><li>Manage small-scale projects and mentor team members. </li><li>Coordinate and facilitate communication among design, development, testing, and business teams to drive products from prototype to production. </li><li>Research and understand customer pain points to inform product design. </li><li>Research, compare, and analyze the feasibility of various technologies to build products that meet customer needs. </li><li>Prioritize tasks to align with project timelines.</li></ul><p><strong>Qualifications:</strong></p><ul><li>Minimum 1 year of experience in business analysis, product ownership, or system analysis. </li><li>Strong understanding of Agile and Scrum methodologies. </li><li>Proficiency in using technical diagrams like UML and BPMN for effective communication. </li><li>Experience in validating system requirements. </li><li>Excellent negotiation skills to achieve project objectives. </li><li>Comprehensive knowledge of the software development lifecycle. </li><li>Ability to create basic UX/UI designs for communication purposes. </li><li>Familiarity with technical terms such as APIs, microservices, databases, authentication, front-end, and back-end. </li><li>Passion for product development, project management, and stakeholder management. </li><li>Strong interpersonal and communication skills. </li><li>Ability to solve problems, think critically, and work under pressure. </li><li>Demonstrated leadership and teamwork abilities. </li><li>Understanding of various development methodologies like Agile and Waterfall.</li></ul>",TH,Remote,Hybrid,Hybrid
716,Personal Assistant (Part-Time) - Chiang Mai,"<p><strong>Personal Assistant (Part-Time) - Chiang Mai</strong></p><p><strong>Compensation:</strong> 200-500 THB per hour based on experience</p><p>We are seeking an experienced, reliable Personal Assistant in Chiang Mai for a part-time position supporting international professionals. The ideal candidate will be highly organized, tech-savvy, and able to handle both virtual and in-person tasks professionally.</p><p><strong>Location:</strong> Chiang Mai <i>(city areas, or Mae Hia, Suthep, and Jed Yod)</i></p><p><strong>Hours:</strong> 10-15 hours per week, flexible but must be available during business hours</p><p><strong>Required Qualifications:</strong></p><ul><li>2+ years experience in a similar position</li><li>Fluent English and Native Thai speaker</li><li>Own computer with reliable internet connection</li><li>Smartphone with data plan</li><li>Reliable transportation</li><li>Experience with Thai government procedures and documentation</li><li>Strong digital literacy including project management tools</li><li>Excellent organizational and time management skills</li><li>Proficiency with digital payments (PromptPay, mobile banking)</li><li>Experience handling confidential information</li><li>Basic accounting/receipt management abilities</li></ul><p><strong>Preferred Qualifications:</strong></p><ul><li>Valid driver’s license</li><li>Experience working with international clients</li><li>Knowledge of local service providers and vendors</li><li>Experience with travel booking and event planning</li></ul><p><strong>Key Responsibilities:</strong></p><ul><li>Manage appointments and calendar scheduling</li><li>Handle documentation at government offices (resident certificates, medical records, etc.)</li><li>Run local errands (post office, shopping, document delivery)</li><li>Make travel arrangements and event bookings</li><li>Coordinate with local service providers</li><li>Track expenses and manage receipts</li><li>Provide daily progress updates in English</li><li>Available for occasional urgent tasks (with advance notice)</li></ul><p><strong>Work Requirements:</strong></p><ul><li>Respond to messages within 2 hours during agreed working hours</li><li>Maintain strict confidentiality</li><li>Provide clear documentation of all expenses</li><li>Communicate proactively about any challenges or delays</li><li>Submit daily progress reports</li><li>Attend weekly virtual check-in meetings</li></ul><p><strong>What We Offer:</strong></p><ul><li>Flexible working hours</li><li>Performance-based pay increases</li><li>3-month probation period with performance review</li><li>Long-term growth opportunity</li><li>Professional development support</li></ul>",TH,Hybrid,OnSite,Hybrid
717,Algorithm Developer with Rust (Remote),"**Algorithm Developer with Rust (Remote possible)**:
<br />Keyrock was founded in 2017 and has quickly grown from 3 to over 100 people today. As an industry recognized liquidity provider and market maker, Keyrock is a leading European creator of algorithmic trading technologies in the digital asset space. With VC backing including Series B investment from Ripple, a constantly expanding global client base, and revenues growth 13x in 2021, Keyrock is one of Belgium’s fastest-growing fintech companies.

<br /><br />We’re currently active on over 80 exchanges and count numerous marketplaces and asset issuers among our clients, including some of the best-known companies in the digital assets space.

<br /><br />Keyrock's beating heart is its technical team filled with crypto and DeFi natives, software engineers, digital scientists and academics, who themselves are supported by university professors, industry-leading experts and a strong management team. Over the years Keyrock has become a company that is both idealistic and practical.

<br /><br />Important: It is worth to understand we are not a blockchain company per se and as such, blockchain development experience is not significant nor sought after by us. Our software is blockchain agnostic and it could be deployed on any type of assets, not limited to blockchain-based assets. We do however welcome blockchain engineers, especially those passionate about trading, as it generally indicated passion for the industry which we value.

<br /><br />**NB We are open for exquisite developers, experienced in other languages (C++, Java, Go or similar) and passionate about low-latency, low-level trading systems who have just recently started their journey with Rust and need to master it. We provide training and materials and space to learn. For these profiles we will initially offer slightly decreased package to compensate for our investment in teaching and will increase it to regular level after 3-6 months from joining (guaranteed by contract) when proficiency in Rust and full productivity is reached.**

<br /><br />**We are looking for**

<br /><br />NB We are open for exquisite algorithm developers who have just recently started their journey with Rust. We provide training and materials and space to learn. For these profiles we will initially offer slightly decreased package to compensate for our investment in teaching and will increase it to regular level after 3-6 months from joining (guaranteed by contract) when proficiency in Rust and full productivity is reached.

<br /><br />**What you will be doing**
<br />- Supporting the implementation of trading algorithms
<br />- Setup and deployment of algorithms
<br />- Integrating the APIs of cryptocurrency exchanges, banks and brokers to the Keyrock infrastructure
<br />- Implement financial logic on multiple Keyrock microservices
<br />- System monitoring

<br /><br />**Skills and experience**:

<br /><br />- Team player
<br />- Know your way around Linux CLI
<br />- Rust
<br />- Node.js
<br />- C++
<br />- MongoDB
<br />- Redis
<br />- Docker
<br />- Deep understanding of the full web technology stack (e.g. HTTP, cookies, asset loading, caching, REST, websockets, gRPC, etc)
<br />- Basic understanding of the financial market, order books, and trading
<br />- At least 5 years of coding experience

<br /><br />That little extra
<br />- Interest in Blockchain/DLT and digital assets
<br />- Background or interest in financial/capital markets
<br />- Stream-based processing
<br />- Kubernetes
<br />- Proactive challenger and proposer
<br />- Statistical analysis and/or ML

<br /><br />**Our recruitment philosophy**

<br /><br />We believe the most important aspect of our recruitment process is self-awareness: we are looking for people who have a clear understanding of themselves and what they are looking for in their professional career. That means that we expect to work with people who not only have the right skills, but who have also made the conscious decision to look for a company in our industry and with our characteristics.

<br /><br />**Our offer**
<br />- A competitive salary package, including benefits that you choose and manage according to your needs and those of your family (car/bike, meal vouchers, health insurance, 25 days off, etc.)
<br />- Complete autonomy in your time management thanks to flexible working hours and the opportunity to work remotely
<br />- The freedom to create your own entrepreneurial experience by being part of a team of people in search of excellence

<br /><br />As an employer we are committed to build an inclusive, diverse and non-discriminating work environment. We welcome employees of all backgrounds, ethnicities, genders, creed and sexual orientation. We hire, reward and promote entirely based on merit and performance.",TH,Hybrid,Remote,Hybrid
721,Developer ( Level : Officer – Manager ),"<p><strong>Job Description</strong>:              </p><ul><li>Directing software programming and documentation development.</li><li>Unit testing and deploying programs and applications</li><li>Troubleshooting, debugging, maintaining and improving existing software</li><li>Observing user feedback to recommend improvements to existing software products</li><li>Provides information by collecting, analyzing, and summarizing development and service issues.</li><li>Joins the teams to meet with BU service owner/ representatives in progress update and demonstrating the deliverables</li><li>Updates Technical Lead on progress and issues/ problems</li><li>Collaborate with team members to determine best practices and client requirements for software</li></ul><strong>Qualification:</strong> <br /><ul><li>Bachelor’s degree in Information Technology, Software Engineering, Computer    Science, or related field.</li></ul><p><strong>Job Experiences:</strong></p><ul><li>Minimum 2+ years of relevant experience.</li></ul><p><strong>Specific knowledge</strong>:       </p><ul><li>In-depth understanding of coding languages((e.g. C#.Net, .NET Core ,JQuery, RESTful API, Node.JS, Vue.js, React, Stored Procedure) and frameworks/systems (e.g. AngularJS, GitLab, Jira, Confluence)</li><li> Excellent knowledge of the software development life cycle</li><li>Experience with Agile and Scrum development methodologies</li></ul><br /><br />",TH,OnSite,Hybrid,Hybrid
784,POS System Manager Division,"<div><div>Responsibilities หน้าที่งานโดยสรุป (Job Summary)</div></div><div><div><div><div>บริหารงบประมาณที่เกี่ยวของกับการปรับปรุง และสนับสนุนระบบบริหารโปรแกรมขาย POS พร้อมทั้งวิเคราะะห์โครงสร้างระบบและบริหารระบบโปรแกรมขาย ให้สอดคล้องกับกลยุทธขององค์กร พร้อมให้คำปรึกษา และบริหารทีมงานให้สามารถทำงานได้ถูกต้องตามนโยบายของบริษัท</div><div>● กำกับและตรวจสอบให้รายงานทางการเงินรายวันและรายเดือนเป็นไปอย่างถูกต้องตามข้อกำหนดขององค์กร</div><div>● บริหารจัดการงบประมาณประจำปีในส่วนของการปรับปรุงระบบบริหารโปรแกรมขายหรือส่วนที่เกี่ยวข้องให้สอดคล้องกับนโยบายของบริษัทฯ</div><div>● เป็นที่ปรึกษาให้กับทีมธุรกิจและผู้เชียวชาญในด้านระบบ POS</div><div>● ดูแลให้มีการบำรุงรักษาเชิงป้องกันข้อมูล และถูกต้องตามประสิทธิภาพของทรัพยากรระบบทั้งหมด</div><div>● ประสานงานการซ่อมแซมระบบ , อุปกรณ์ ที่ผิดพลาดอย่างทันท่วงที</div><div>● สร้างและตรวจสอบขั้นตอนต่างๆเพื่อให้มั่นใจได้ว่าการตั้งค่าต่างๆ ในระบบบริหารโปรแกรมขายทำงานได้ถูกต้องตามเงื่อนไขของการตลาด</div><div>● ประสานงานการกู้คืนข้อมูลและขั้นตอนฉุกเฉินในกรณีที่ระบบล้มเหลว</div><div>● บังคับใช้ขั้นตอนการรักษาความปลอดภัยสำหรับการตรวจสอบสิทธิการเข้าถึงและรหัสผ่านของผู้ใช้อย่างทันท่วงทีสำหรับทั้งระบบบริหารระบบโปรแกรมขาย</div><div>● ปรับปรุงซอฟต์แวร์ระบบบริหารโปรแกรมขายให้สอดคล้องกับธุรกิจของบริษัทฯ</div><div>● ให้คำแนะนำเกี่ยวกับระบบที่มีอยู่และในอนาคตที่กำลังพัฒนา / ดำเนินการต่อไปได้</div><div>● ประสานงานการตรวจสอบและการจัดการรายงานข้อบกพร่องของซอฟต์แวร์หรือการร้องขอการปรับปรุงอย่างทันท่วงที</div><div>● แนะนำผู้ฝึกสอนแผนกในการจัดเตรียมเนื้อหาการฝึกอบรมเกี่ยวกับการใช้ระบบอย่างมีประสิทธิภาพ</div><div>● ดูแลเจ้าหน้าที่ระบบบริหารโปรแกรมขายให้ทำงานได้ภายใต้กฎระเบียบบริษัท</div><div>● บันทึกกิจกรรมของระบบทั้งหมดซึ่งอาจรวมถึง: บันทึกการสำรองข้อมูล แฟ้มบันทึกการล้มเหลวติดขัดของระบบ บันทึกการบำรุงรักษา บันทึกการเปลี่ยนแปลงข้อมูล</div><div>● ช่วยในการประสานงานการสนับสนุนระบบเทคโนโลยีอื่น ๆ</div><div>● แนะนำ และเสนอแนะวิธีการแก้ปัญหาให้กับผู้ใช้งานระบบโปรแกรมขาย โดยผ่านช่องทางโทรศัพท์, แอปพลิเคชั่น Line, E-mail จนสาขาแก้ไขปัญหาได้ถูกต้อง</div><div>● บริหารโปรโมชั่นต่างๆ ในระบบโปรแกรมขาย พร้อมทั้งคู่มือการใช้งานของโปรโมชั่นนั้นๆ ให้ทันเวลา และถูกต้องต่อการใช้งานของสาขาและฝ่ายการตลาด</div><div>● บริหารจัดทำคู่มือเกี่ยวกับการใช้ระบบบริหารโปรแกรมขาย และรวมคู่มือเหล่านั้นไว้ในขั้นตอนการดำเนินงานที่เกี่ยวข้อง</div><div>● บริหารโครงการที่สนับสนุน ให้ตอบสนองความต้องการของธุรกิจที่ได้ตั้งเป้าไว้</div><div>● ร่วมสนับสนุนโครงการใหม่ ๆ ตามนโยบายและแผนพัฒนาของบริษัท</div><div>● ช่วยฝึกอบรมและพัฒนาทีม POS ให้มีประสิทธิภาพมากขึ้น</div><div>● ฝึกอบรมพนักงานของตนในการใช้ระบบบริหารโปรแกรมขายได้อย่างมีประสิทธิภาพและใช้ระบบได้อย่างถูกต้อง</div></div></div></div><hr /><div><div>Requirements</div></div><div><div><div><ul><li> ปริญญาตรี สาขาเทคโนโลยีสารสนเทศ </li><li>ประสบการณ์การทํางานด้านการบริหารงานระบบ POS ไม่น้อยกว่า 5 ปี ด้านการตั้งค่า ทำโปรโมชั่น ดูแลระบบ</li><li>มีประสปการณ์ด้านงานไอทีอื่นไม่น้อยกว่า 3 ปี</li><li>เคยทำงาน IT project มาก่อน</li><li>เข้าใจโครงสร้างโปรแกรม และความสัมพันธ์ของข้อมูล</li><li>มีความรู้กระบวนการทํางานระบบการขายของผู้ใช้</li><li>สามารถ วางแผน การคิดเชิงระบบ การโน้มน้าว การประสานงาน</li><li>สามารถบริหารจัดการฐานข้อมูล ด้วย Microsoft SQL Server</li><li>มีความสามารถในการใช้ SQL Query Statements เป็นอย่างดี</li></ul><div> </div></div></div></div>",TH,OnSite,Hybrid,OnSite
