job_id,job_title,job_ad_details,nation_short_desc,y_true_claude,y_true_gpt4.1
545,Web Progammer,"<div><strong>Requirements:</strong></div><ul><li>Masters/Bachelor Degree/Diploma Qualification in Computer Science or relateddiscipline.</li><li>Preferably 3- 5 years of work experience in C# &amp; web development using .NET MVC and Entity Framework.</li><li>Familiarity with JavaScript, JQuery, Angular JS or any client-side scripting languages.</li><li>Proficiency in SQL including T-SQL Stored Procedures, SSIS &amp; SSRS (preferably MS SQL).</li><li>Familiarity with Web API (SOAP, REST) frameworks and development.</li><li>Familiarity with .Net framework 3.5 or 4.0, AJAX, XML, Web Services, WCF or WWF, IIS.</li><li>Familiarity in Responsive Framework like Bootstrap.Knowledge in Object-Oriented Analysis and Design using UML.</li><li>A good team player with good interpersonal and communication skills.</li><li>Best with FinTech knowledge (Good to have)</li></ul>",ID,OnSite,Unknown
559,PROJECT MANAGEMENT OFFICE,"<div><ul><li>Manage and track progress of BAU initiatives to achieve target &amp; resolution timeline.</li><li>Manage and monitor issues, BAU risk and interdependencies.</li><li>Escalate issues when requiring Head of HR Division intervention.</li><li>Proactively provide initiative progress updates and follow-up on issue resolution to respective PIC.</li><li>Proactively follow up and support BAU initiative team through risk mitigation and removing road blocks.</li><li>Acts as first instance of escalation.</li><li>Provide guidance and ensure alignment with all stakeholders.</li></ul><div> </div><div><strong>Job Qualification :</strong></div><ul><li>Candidate must possess at least Bachelor's Degree in Business Studies/Administration/Management</li><li>Have an experience in similar fields in Project Management or Develop Project in HR</li><li>Have an experience as HR generalist for 7 years</li><li>HR &amp; Labor Law knowledge</li><li>Mature judgment for assessing and responding to sensitive and /or confidential situations</li></ul></div><div> </div>",ID,OnSite,Unknown
564,Accounting Staff,"<p>Requirement:</p><p><br /></p><ul><li>Bachelor degree of Economics or Accounting with min. GPA 3.00</li><li>Maximum 1 years exp as Accounting Staf. Fresh graduate with internship exp in Accounting are welcome to apply</li><li>Advance in using SAP</li><li>Understand accounting principles and journal entries</li><li>Hard working, able to work under pressure</li><li>Preferably have Brevet A and B Certification</li></ul>",ID,OnSite,Unknown
573,English Content Writer,"<p>JOB DESCRIPTION:</p><p>Write clear and attractive web content <br />Produce easy to read and creative article <br />Conduct research about the topic <br />Conduct research on brand and products, core message and target audience, come up with high-quality contents <br />Develop and brainstorm creative idea and concept, write a clear and attractive copy based on brand and products <br />To collaborate with internal team to develop creative copies and visual ideas proposals, and strategy<br />Work closely with the marketing and creative team to provide quality content that will publish on website, social media platforms, print media, etc.<br />Understand about SEO<br />Conduct simple keyword research and use SEO guidelines to increase web traffic.</p><p> </p><p>REQUIREMENTS:</p><ul><li>Excellent writing, editing and communication skills (Indonesian &amp; English).</li><li>Strong creative thinker with in-depth knowledge about the advertising circle.</li><li>Have good interpersonal skills and work well in a team.</li><li>The ability to write and think creatively.</li><li>Strong research skills.</li><li>Good at Ms. Office.</li><li>Able to work with schedule &amp; deadlines.</li><li>Minimum 5 years of experience as a creative content writer.</li><li>Must Proficient in english</li></ul>",ID,Remote,OnSite
584,Customer Service,"- Menjaga sikap positif, empati, dan profesional terhadap pelanggan setiap saat.
<br />- Menanggapi pertanyaan pelanggan dengan segera.
<br />- Berkomunikasi dengan pelanggan melalui berbagai saluran.
<br />- Menerima dan menyelesaikan keluhan pelanggan.
<br />- Memahami keseluruhan produk sehingga Anda dapat menjawab pertanyaan.
<br />- Memproses pesanan, formulir, aplikasi, dan permintaan.
<br />- Menyimpan catatan interaksi pelanggan, transaksi, komentar, dan keluhan.
<br />- Berkomunikasi dan berkoordinasi dengan rekan kerja jika diperlukan.
<br />- Memberikan umpan balik tentang efisiensi proses layanan pelanggan.
<br />- Mengelola tim perwakilan layanan pelanggan junior.
<br />- Memastikan kepuasan pelanggan dan memberikan dukungan pelanggan profesional.",ID,OnSite,Unknown
594,Senior Digital Marketing Supervisor,"<p>Kualifikasi :</p><p><br /></p><ol><li><strong>Usia Maksimal 32 Tahun.</strong></li><li><strong>Wajib memiliki pengalaman dan pendidikan yang relevan dengan posisi pekerjaan.</strong></li><li>Memiliki pengetahuan dasar dan tingkat lanjut tentang SEM, baik strategi, concepting maupun eksekusi.</li><li>Berpengalaman dalam perencanaan, pembuatan dan optimasi Google AdWords campaigns, Google Display campaigns, Google Shopping (and Merchant Centre) campaigns, IG/ Facebook campaigns, YouTube campaigns, TikTok campaign, dan E-commerce Ads (CPAS).</li><li>Memiliki Pemahaman dan kemampuan yang kuat untuk membaca, mengalisa data Google Analytics, termasuk menyiapkan sasaran dan pelacakan konversi untuk kampanye PPC Google.</li><li>Tertarik dan up to date dalam bidang Paid Ads Digital Marketing.</li><li>Sanggup menunjukan portofolio terbaru semua project ads yang sudah pernah &amp; berhasil dikerjakan.</li></ol><p><br /></p><p><br /></p><p>Deskripsi pekerjaan :</p><ol><li>Berpengalaman dan Mahir menggunakan Google Analytics, Tag Manager, Facebook Pixel, dan tools pendukung lainnya.</li><li>Membuat, merilis, dan mengoptimasi Google (GDN dan search ads), Facebook/Instagram, dan Tiktok ad campaigns.</li><li>Membuat dan mengkonsepkan automation funneling ads dari awareness ke conversion.</li><li>Melakukan research keywords dan mengkonsepkan tipe/copywrite iklan.</li><li>Mengkonsepkan copywriter dan awareness landing page serta CTA nya.</li><li>Mendata dan mengolah lead yang didapatkan dari landing page.</li><li>Membuat, megedit, mengoptimasi,dan memastikan data yang tercatat dari ads tersebut valid dari GA, Google Ads, Facebook Pixel, dan sumber data tracking lainnya (membuat events tracking di facebook pixel &amp; google tag manager).</li><li>Memiliki perencanaan iklan digital yang baik,mahir mengatur ads budget, mahir mengeksekusi dan mengukur SEM strategy yang dijalankan.</li><li>Melakukan SEM Forecasting dan SEM Reporting.</li><li>Mampu bekerja sama dengan tim design dan video untuk membuat ads.</li><li>Mampu memanage dan mengkonsepkan post di social media.</li><li>Mampu memanage E-commerce serta paid ads di dalam E-commerce.</li></ol>",ID,OnSite,Unknown
595,Project Manager dan Programmer,"<p>Lowongan Project Manager &amp; Programmer</p><p><br /></p><p>PT. HES CIPTA KREASI, merupakan perusahaan rintisan yang bergerak di bidang aplikasi jasa, membuka lowongan project manager &amp; programmer</p><p><br /></p><p><strong>Persyaratan:</strong></p><ol><li>Lulusan S1 teknik informatika/komputer atau yang berhubungan</li><li>Mempunyai pengalaman sebagai project manager baik dalam project aplikasi atau website (sertifikat PMI/PMP diutamakan)</li><li>Menguasai bahasa pemrograman terkini untuk mobile apps dan/atau website development (full stack diutamakan)</li></ol><p><br /></p><p><strong>Job description:</strong></p><ol><li>Memanage projects yang ada di perusahaan, terutama aplikasi atau website</li><li>Evaluasi KPI setiap divisi</li><li>Membantu progress development pada divisi yang perlu bantuan (frontend, backend, website, atau lainnya)</li></ol><p><br /></p><p><strong>Benefit:</strong></p><ul><li>Gaji 4 JT/bulan</li><li>BPJS kesehatan</li><li>Jam kerja fleksibel 140jam/ bulan</li></ul>",ID,OnSite,Hybrid
603,Sales Executive Chemical Industry @KL (ID: 535957),"<ul><li>Candidate must possess at least a Professional Certificate, Bachelor's Degree, Professional Degree, Master's Degree in Chemistry or Chemical Engineering </li><li>At least 1 year(s) of working experience in the related field is required for this position.</li><li>Preferably Junior Executives specializing in Sales - Corporate or equivalent.</li><li>Full-Time position(s) available.</li></ul>",MY,OnSite,Unknown
610,Software Programmer RM6000,"<b>Description</b><p>ICT application developers implement the ICT (software) applications based on the designs provided using application domain specific languages, tools, platforms and experience.</p>
<b>Company</b><p>Job Elite TT Agency is a professional recruitment and career mentoring firm. Since our humble beginnings in 2017, we have steadily transformed ourselves into a leading manpower recruitment agencies with the combined effort of proven strategies as well as effective management.</p>
<p>We specialize in professional recruitment via general placement and executive search. As a recruitment process outsourcing (RPO) that basically assumes the role of the client’s recruiting department on a fulltime or partial basis, we provide your organization with the necessary skills, activities, tools, technologies, and process methodologies via on­site, off­site, or virtual delivery models.</p>
<p>Backed by dedicated and experienced teams, we offer ideal recruitment solutions that meet – if not exceed, our clients’ expectations within the time frame deemed most appropriate. We believe that by matching talented workers with the right employers, we will be able to not only help them, but also their families and loved ones – and this is the future we work towards.</p>",MY,OnSite,Unknown
622,Graphic / Multimedia Designer,"<ul><li>Designing of creative and impactful graphic and multimedia designs across a broad range of projects for various branding, publicity and marketing purposes/platforms</li><li>Create engaging video contents for marketing channels</li><li>Brainstorm ideas and concepts with the team</li><li>Design website and landing page layouts, style to deliver a good user journey </li><li>Have strong design &amp; layout flair and enjoy coming up with new concept</li></ul><p><br /></p><p><strong>Job Requirements :</strong></p><p><br /></p><ul><li>Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma/Bachelor’s Degree</li><li>Required Skill(s) Adobe Illustrator, Photoshop, Premiere, After Effect, etc.</li><li>Self-discipline and independence working</li><li>Able to communicate in English and Mandarin</li><li>Fresh graduates are also encouraged to apply</li></ul>",MY,OnSite,Remote
694,CATERING SALES ASISTANT,<p>Tugasan:</p><p>-Update Media sosial syarikat mengikut jadual yang telah ditetapkan</p><p>-Memberi penjelasan dan penerangan berkenaan perkhidmatan yang disediakan.</p><p>-Mendapatkan maklumat berkaitan jualan.</p><p>-Membantu pelanggan dengan baik sepanjang proses jualan.</p><p>-Merekod dan memantau jualan yang berjaya dilakukan.</p><p>-Melakukan follow up selepas jualan selesai</p><p>Mempunyai pengalaman atau Fresh Grad di alu-alukan</p><p>Kemahiran yang diperlukan:</p><p>- Boleh berkomunikasi dengan baik.</p><p>- Penyabar dan suka membantu</p><p>Kelulusan:</p><p>-Semua peringkat dialu-alukan</p><p><br /></p>,MY,OnSite,Unknown
702,Legal Officer/Compliance,"<p><strong>Duties and Responsibilities:</strong></p><ul><li>Monitor compliance with applicable laws, regulations, and licensing&nbsp;requirements.</li><li>Prepare, review, and negotiate contracts, agreements, and legal documents.</li><li>Conduct compliance risk assessment and ensure business process and internal activities are complied with relevant law. &nbsp;&nbsp;</li><li>Prepare policies and manuals to be able to perform regulations and laws correctly.</li><li>Others as assigned by Head of Compliance.</li></ul><p><strong>Qualifications:</strong></p><ul><li>Bachelor’s degree or above in Law or relevant.</li><li>At least 3-5 years’ experience in legal or compliance function.&nbsp;&nbsp;&nbsp;</li><li>Knowledge/experience in legal and compliance, internal control, and advantage.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</li></ul>",TH,OnSite,Unknown
708,Senior Business Analyst / System Analyst,"<p><strong>Responsibilities:</strong></p><ul><li>Conduct in-depth business analysis to understand client needs and translate them into clear requirements for the development team. </li><li>Design efficient systems and business processes. </li><li>Create comprehensive documentation such as Business Requirement Documents and Functional Specifications. </li><li>Collaborate with development, testing, and other stakeholders to ensure project success. </li><li>Provide technical guidance and support to the team. </li><li>Manage small-scale projects and mentor team members. </li><li>Coordinate and facilitate communication among design, development, testing, and business teams to drive products from prototype to production. </li><li>Research and understand customer pain points to inform product design. </li><li>Research, compare, and analyze the feasibility of various technologies to build products that meet customer needs. </li><li>Prioritize tasks to align with project timelines.</li></ul><p><strong>Qualifications:</strong></p><ul><li>Minimum 1 year of experience in business analysis, product ownership, or system analysis. </li><li>Strong understanding of Agile and Scrum methodologies. </li><li>Proficiency in using technical diagrams like UML and BPMN for effective communication. </li><li>Experience in validating system requirements. </li><li>Excellent negotiation skills to achieve project objectives. </li><li>Comprehensive knowledge of the software development lifecycle. </li><li>Ability to create basic UX/UI designs for communication purposes. </li><li>Familiarity with technical terms such as APIs, microservices, databases, authentication, front-end, and back-end. </li><li>Passion for product development, project management, and stakeholder management. </li><li>Strong interpersonal and communication skills. </li><li>Ability to solve problems, think critically, and work under pressure. </li><li>Demonstrated leadership and teamwork abilities. </li><li>Understanding of various development methodologies like Agile and Waterfall.</li></ul>",TH,Remote,Unknown
718,HR Manager,"Manage and develop full functions of HR management including Recruitment, Compensation &amp; Benefits, Training &amp; Organization Development, Performance Management and Employee Relations.",TH,OnSite,Unknown
734,"Assistant Key Account Manager (Focus on Retail, Food Retail, Bank and Insurance)","<div>
<div>
 <p>
 Teaser
 </p>
 Company update
 </div>
<div>
 <p>
 Content Type
 </p>
 Life at RI
 </div>
<div>
 <p>
 Publish date
 </p>
 <p>
 04/08/2024
 </p>
 </div>
<div>
 <p>
 Summary
 </p>
 <p>
 
 
 
 Sam Schrader is the UKIB Region &amp; Corporate Functions IT Director at Rentokil Initial. She first joined Rentokil Initial as a graduate student in the RI Management program in April 2005, where 
 </p>
 </div>
<div>
 <p>
 Teaser
 </p>
 <p>
 Read about Sam Schrader's fantastic journey from a new graduate to becoming the IT Director at Rentokil Initial. Sam's story shows us how learning from others, trying out different jobs, and always being willing to learn can lead to great success in the IT and business industry. Explore her story to see what it takes to build a successful career.
 </p>
 </div>
</div>",TH,OnSite,Unknown
755,Junior Accountant/ Accounting Officer,"<strong>Responsibilities</strong><br /><ul><li>Perform day to day accounting and financial operations.</li><li>Handle and ensure all PV, AP, AR and GL documents are recorded timely and accurately.</li><li>Prepare PND 3, 54, 53, 30, 36 and issue withholding tax certificate during the month.</li><li>Prepare invoices, credit notes and related documents by coordinating with other departments.</li><li>Maintain prepaid expenses, fixed asset depreciations and AR aging.</li><li>Participate in the accounting monthly closing, adjustment and perform account reconciliation.</li><li>Perform other assignments from supervisor.</li></ul><strong>Requirements</strong><ul><li>At least 2-5 years of working experience in Accounting</li><li>Bachelor's Degree in Accounting</li><li>Basic communication (written and spoken) in English</li><li>Knowledge of accounting and tax management</li><li>Computer literacy (MS Office, Outlook)</li><li>Good interpersonal, communication and teamwork</li></ul>",TH,OnSite,Unknown
764,Accounting & Senior Accounting (English Proficiency Preferred),"<p><strong>Join Our Team! Hiring for Accounting &amp; Senior Accounting (English Proficiency Preferred)</strong></p><p>PKF Thailand is seeking skilled and motivated individuals for two key roles in our accounting team: <strong>Senior Accounting</strong> and <strong>Junior Accounting</strong>. If you’re looking to advance your career and grow alongside business leaders and experts, this is your opportunity!</p><p>Senior Accounting</p><p><strong>Your Responsibilities:</strong></p><ul><li>Lead and inspire a team of junior accountants, guiding them toward excellence.</li><li>Manage a variety of accounting service engagements, including complex advisory projects.</li><li>Oversee day-to-day accounting operations, ensuring precision and efficiency.</li><li>Review monthly tax filings and prepare PND 50 and PND 51 reports with a strong grasp of Thai tax regulations.</li><li>Provide proactive support to client inquiries and advice.</li><li>Prepare proposals and engagement letters, demonstrating strategic client relationship skills.</li><li>Plan team schedules to maintain high standards of client service.</li></ul><p><strong>Specifications:</strong></p><ul><li>Bachelor's Degree or higher in Accounting.</li><li>3-5 years of accounting experience; audit or tax experience is a plus.</li><li>Proficient in XERO or ERP software.</li><li>Strong organizational and interpersonal skills.</li><li>Fluent in spoken and written English.</li><li>A proactive attitude with the ability to thrive under pressure.</li></ul><p>Junior Accounting</p><p><strong>Your Responsibilities:</strong></p><ul><li>Manage a range of accounting service engagements and advisory projects.</li><li>Handle day-to-day accounting tasks with attention to detail.</li><li>Review monthly tax filings and prepare PND 50 and PND 51 reports.</li><li>Support client queries with prompt and valuable advice.</li><li>Assist in preparing proposals and engagement letters.</li><li>Collaborate in planning team schedules to ensure client satisfaction.</li></ul><p><strong>Specifications:</strong></p><ul><li>Bachelor’s Degree in Accounting.</li><li>1-2 years of hands-on experience; audit or tax experience is a bonus.</li><li>Strong organizational skills and adaptability.</li><li>Effective communication skills and a commitment to excellence.</li><li>Ability to work well under pressure with a positive, can-do approach.</li><li>Proficiency in English is essential, as our management team is international.</li></ul><p>Why Join PKF Thailand?</p><ul><li>Learn from industry leaders and business experts.</li><li>Develop your technical and soft skills in a supportive environment.</li><li>Work with diverse international clients.</li><li>Benefit from mentorship by experienced Thai and foreign partners.</li><li>Access to continuous development through international training and PKF’s eLearning courses.</li></ul><p> </p><p><strong>Benefits</strong></p><ul><li>Flexible working hours (Monday–Friday, with flexible hours)</li><li>Provident fund</li><li>Health insurance</li><li>Social security fund</li><li>Flexible benefits for learning and development</li><li>Performance-based bonus</li><li>Professional development and training support</li><li>Collaborative and supportive workplace culture</li><li>Career growth opportunities</li><li>Exposure to international clients.</li><li>Opportunities for growth in a dynamic work environment.</li></ul><p><strong>Apply now</strong> to become part of our passionate and driven team! Click 'Quick Apply' or send your resume to Sakonsupa B. at <strong>career@pkf.co.th</strong>.</p><p>Thank you to all applicants for their interest..</p>",TH,OnSite,Hybrid
771,Public Relations,"<strong>Responsibilities:<br /></strong><ul><li>Develop effective PR plans using appropriate strategies and tactics aligned with Central Pattana</li><li>Organize and coordinate PR activities as assigned</li><li>Arrange for interviews or public speaking events and construct press releases</li><li>Assess opportunities for sponsorships and other partnerships and manage relations</li><li>Research and write original content for online/offline channels i.e. newsletters, social medial platform and traditional media</li><li>Measure and produce reports on PR KPIs for campaigns</li><li>Build and maintain relationships with media, influencers, and KOL</li><li>Stay up to date with PR and industry trends and best practices</li></ul><br /><strong>Qualifications:</strong><br /><ul><li>Bachelor's degree in Communication or related fields</li><li>Minimum 3 years of proven experience as public relations executive or similar role</li><li>Strong project management, organizational, and excellent communication</li><li>Ability to manage multiple projects with intertwining deadlines while staying focused on the details</li><li>Critical thinker and analytical problem solver</li><li>Proactive with a 'can-do' attitude and a strong focus on delivering results</li></ul>",TH,OnSite,Unknown
772,"Associate, Accounting - GL-Thailand","<div><div><p><b>Job Description</b></p></div></div>
<div><div>Team and Role Introduction: <br />This position is under finance-controller team as GL team who responsible for balance sheet reconciliation, inventory accounting, lease accounting, accrual, MJE and month-end reporting package. This role reports to GL team lead and Head of Finance.<p>Responsibilities: </p>
<p>- Perform month-end/quarter-end/year-end closing activities<br />- Prepare and review balance sheet reconciliation<br />- Process improvement over financial reporting and working with shared service team<br />- Assist supervisor to review financial reports to ensure completeness and accuracy.<br />- Assist to prepare regulatory reports in accordance with all applicable laws and regulations as assigned.<br />- Liaise with internal and external party e.g. auditors, tax team to address compliance and requirements<br />- Assist in ad-hoc reporting and analysis</p>
</div></div>
<div><div><p><b>Job Requirements</b></p></div></div>
<div><div><p>Requirements/Qualifications(must have): <br />- Bachelor Degree in Accounting<br />- 3-5 years of accounting experience<br />- Ability to work as part of a team and handle multiple tasks<br />- Work independently, mature and responsible- Good analytical and problem solving skills<br />- Computer literacy and MS Excel.<br />- Basic SAP knowledge- Good command in English<br />- CPA or master degree is a advantage<br />- Strong knowledge on financial reporting standard, accounting standards and policies.</p></div></div>",TH,OnSite,Unknown
791,E-commerce Key Account Manager,"e-Commerce Key Account Manager

<br /><br />บริษัท ไวท์ไลน์แอคทิเวชัน จำกัด

<br /><br />สมัครงานทันที

<br /><br />เมื่อวานนี้

<br /><br />คุณสมบัติพื้นฐาน

<br /><br />งานประจำ

<br /><br />5 - 7 ปี

<br /><br />ปริญญาตรีหรือสูงกว่า

<br /><br />สามารถเจรจาต่อรองได้

<br /><br />หน้าที่และความรับผิดชอบ
<br />- Develop e-commerce sales strategies to meet revenue and growth targets
<br />- Implement and utilize analytics to track sales trends and identify opportunities for growth
<br />- Conceptualize digital marketing initiatives, analyze data and measure results
<br />- Prepare joint business plan and drive weekly/monthly/quarterly reviews of performance against targets
<br />- Plan and monitor marketing campaigns
<br />- Partner with brand owners (Brand suppliers and buyers) to leverage all marketing opportunities on own E-Commerce channel
<br />- Create and manage product descriptions for online marketplace platforms
<br />- Pioneer and create new opportunities with e-commerce accounts, identifying white space and marketing opportunities to generate sales
<br />- Build a trust and foster a relationship to be recognized as a premium e-commerce sales executive
<br />- Conduct extensive online research, at all times understanding marketing and sales strategies from all major e-commerce retailers and competitors
<br />- Work with cross-functional teams to resolve any issues impacting brand performance on all platforms
<br />- Actively participate in scheduled internal and external weekly and annual sales meetings, preparing in advance to share relevant and beneficial information
<br />- Collaborate with your sales peers, design teams and management to ensure that you are offering the very best assortment to the customer

<br /><br />คุณสมบัติ
<br />- Bachelor’s Degree in Business Administration or related fields
<br />- Minimum 5-year experience in e-Commerce, sales &amp; marketing preferably to FMCG, online fashion, online shopping-based industries
<br />- Excellent business judgement with a track record of successful negotiations and overall relationship management with both internal and external parties
<br />- Able to work autonomously in a highly demanding and ambiguous environment, with strong attention to detail and exceptional organizational skills
<br />- Great communication and negotiation skills
<br />- Able to multitask on multiple projects/ excellent project management skills

<br /><br />สวัสดิการ
<br />- Annual Checkup
<br />- Dental Insurance
<br />- การฝึกอบรมและพัฒนาพนักงาน
<br />- ทำงานสัปดาห์ละ 5 วัน
<br />- ประกันสังคม
<br />- ประกันสุขภาพ
<br />- ประกันอุบัติเหตุ
<br />- มีเวลาการทำงานที่ยืดหยุ่น
<br />- ลาบวช
<br />- เงินช่วยเหลือฌาปนกิจ
<br />- เที่ยวประจำปี หรือเลี้ยงประจำปี
<br />- โบนัสตามผลงาน/ผลประกอบการ
<br />- โบนัสประจำปี

<br /><br />ที่อยู่

<br /><br />208 อาคาร 208 วายเลสโร้ด ห้องเลขที่ ยูนิต507 ชั้นที่ 5 ถนน วิทยุ แขวง ลุมพินี เขต ปทุมวัน กรุงเทพมหานคร 10330

<br /><br />โทรศัพท์

<br /><br />0-2651-4164,065-474-6595 Fax 0-2651-4164 ต่อ 11

<br /><br />บริษัท ไวท์ไลน์แอคทิเวชัน จำกัด

<br /><br />เกี่ยวกับบริษัท

<br /><br />**Whiteline Activation** offers tailored marketing activation services in Thailand and help brands build lasting positive impressions and associations with their target audiences.

<br /><br />We do more than just marketing activation. Our wide range of services include product sampling, troop activation and promotional booths in Bangkok and throughout greater Thailand. We are experts at targeting urban Thai consumers, understanding their needs and engaging with them in meaningful ways. We provide comprehensive research and strategic advice before launching the campaigns.

<br /><br />We track the effectiveness of each campaign, ensuring that brands receive business intelligence and hard data on the best way to connect with their target audiences. Our innovation and creativity go beyond traditional ways of engaging customers as we help companies maximize returns on their marketing investment.",TH,OnSite,Hybrid
792,Tiktok Content Creator & Video designer (รับด่วน),"<p>TeC บริษัทที่ปรึกษาด้านดิจิทัลโซลูชั่นชั้นนำในไทยระดับ Asia-Pacific โดยเฉพาะอาเซียนและจีน กำลังมองหาคนมีไฟ ชอบคิด วางแผน จัดทำ สร้างคอนเทนต์ สร้าง Followers ผ่านทาง Tiktok มีความสามารถตัดต่อคลิป Tiktok ได้ เรียนรู้ไว ชอบเทรนด์ สร้างคลิปต่างๆ ตัดต่อคลิป สนุกๆ ชอบอ่าน ชอบส่องเรื่องราว Hot trend ทั้งในและต่างประเทศ มาร่วมกันขยายฐานลูกค้าของ TeC ใน Product Services เจ๋งๆ ให้โลกออนไลน์ต้อง Shares ต้อง Likes ต้องดัง ทีมงานของเรารอต้อนรับคุณอยู่!</p><p><strong>ฐานเงินเดือน</strong>: 20,000 – 23,000 บาท + โบนัสรายปีขึ้นอยู่กับผลงานและผลประกอบการบริษัท (และการทำงานที่ Flexible สามารถคุยกันได้)</p><p><strong>หน้าที่รับผิดชอบ </strong><strong>(Responsibilities)</strong></p><ul><li>วางแผน อัดคลิป ตัดต่อคลิป สร้าง Content marketing video ผ่านทาง Tiktok เป็นหลัก และร่วมดูแล Social media ของ TeC</li><li>จัดทำคลิป Tiktok ในแต่ละช่องทางของ TeC ผ่าน Tiktok โดยมี KPIs/OKRs ร่วมกัน</li><li>วางแผน ประสานงานกับ Tiktok Thailand เพื่อให้ช่องทาง Tiktok ของ TeC บรรลุเป้าหมาย</li><li>ประสานงาน ทำงานที่เกี่ยวข้องได้อย่างมีประสิทธิภาพและรายงานผลลัพธ์ รวมถึงนำเสนอไอเดียกับผู้บริหาร</li></ul><p><strong> คุณสมบัติ (Qualifications)</strong></p><ul><li>วุฒิการศึกษาระดับปริญญาตรี หรือ เทียบเท่า</li><li>มีประสบการณ์ด้านตัดต่อคลิป Tiktok Video มาก่อน 1-2 ปี (มี Portfolio ด้านนี้ว่าทำได้จริง)</li><li>มีทักษะการสื่อสารที่ดี และสามารถแก้ไขปัญหาเฉพาะหน้าได้</li><li>ขยัน และสามารถทำงานตามเป้าที่ตั้งไว้ได้ รวมถึงสามารถทำงานภายใต้ความกดดันได้</li></ul><strong>สวัสดิการ</strong><strong> (</strong><strong>welfare benefit)</strong><ul><li>วันหยุดตามธนาคารแห่งประเทศไทย</li><li>ลาพักร้อนประจำปี</li><li>ประกันสังคม</li><li>โบนัส (ขึ้นอยู่กับผลประกอบการณ์ของบริษัทฯ )</li><li>ประกันกลุ่ม/ประกันอุบัติเหตุเพิ่มเติม (เมื่อครบ Term of services)</li><li>กิจกรรมสันทนาการ</li><li>งานเลี้ยงปีใหม่</li><li>ทริปในประเทศและต่างประเทศ (ขึ้นอยู่กับผลประกอบการ)</li></ul>",TH,OnSite,Hybrid
795,Sale Manager (healthy drink),<ul><li>อายุ ระหว่าง 30-45 ปี</li><li>จบการศึกษาระดับปริญญาตรี</li><li>มีประสบการณ์ด้านงานขายไม่ต่ำกว่า 2 ปี</li><li>https://phoenixfood.co.th/index.php/product [link removed]</li></ul>,TH,OnSite,Unknown
